low_mood,Symptoms,diagnosis,bipolar_disorder,Disease,,
Agitation,Symptoms,diagnosis,bipolar_disorder,Disease,,
Less_activity,Symptoms,diagnosis,bipolar_disorder,Disease,,
lack_of_insight,Symptoms,diagnosis,bipolar_disorder,Disease,,
Low_mood,Symptoms,diagnosis,bipolar_disorder,Disease,,
Dont_want_to_go_out,Symptoms,diagnosis,bipolar_disorder,Disease,,
Unwilling_to_socialize,Symptoms,diagnosis,bipolar_disorder,Disease,,
Agitation,Symptoms,diagnosis,bipolar_disorder,Disease,,
irritate,Symptoms,diagnosis,bipolar_disorder,Disease,,
Low_mood,Symptoms,main_diagnosis,bipolar_disorder,Disease,,
Dont_want_to_go_out,Symptoms,main_diagnosis,bipolar_disorder,Disease,,
Unwilling_to_socialize,Symptoms,main_diagnosis,bipolar_disorder,Disease,,
Agitation,Symptoms,main_diagnosis,bipolar_disorder,Disease,,
irritate,Symptoms,main_diagnosis,bipolar_disorder,Disease,,
Clear_consciousness,Symptoms,main_diagnosis,bipolar_disorder,Disease,,
lack_of_insight,Symptoms,main_diagnosis,bipolar_disorder,Disease,,
physical_illness,Symptoms,Differential_diagnosis,organic_mental_disorder,Disease,,
Hear_sounds_out_of_thin_air,Symptoms,Differential_diagnosis,organic_mental_disorder,Disease,,
See_things_in_thin_air,Symptoms,Differential_diagnosis,organic_mental_disorder,Disease,,
Persecutory_delusions,Symptoms,Differential_diagnosis,organic_mental_disorder,Disease,,
physical_illness,Symptoms,Differential_diagnosis,Generalized_anxiety,Disease,,
Hear_sounds_out_of_thin_air,Symptoms,Differential_diagnosis,Generalized_anxiety,Disease,,
See_things_in_thin_air,Symptoms,Differential_diagnosis,Generalized_anxiety,Disease,,
Persecutory_delusions,Symptoms,Differential_diagnosis,Generalized_anxiety,Disease,,
physical_illness,Symptoms,Differential_diagnosis,Schizophrenia,Disease,,
Hear_sounds_out_of_thin_air,Symptoms,Differential_diagnosis,Schizophrenia,Disease,,
See_things_in_thin_air,Symptoms,Differential_diagnosis,Schizophrenia,Disease,,
Persecutory_delusions,Symptoms,Differential_diagnosis,Schizophrenia,Disease,,
Unable_to_work_properly,social_function,diagnosis,bipolar_disorder,Disease,,
Depression,Signs,diagnosis,bipolar_disorder,Disease,,
Anxiety,Signs,diagnosis,bipolar_disorder,Disease,,
Depression,Signs,diagnosis,bipolar_disorder,Disease,,
anhedonia,Signs,diagnosis,bipolar_disorder,Disease,,
somatic_disorder,Signs,diagnosis,bipolar_disorder,Disease,,
fear,Signs,diagnosis,bipolar_disorder,Disease,,
weakened_will,Signs,diagnosis,bipolar_disorder,Disease,,
weakened_will,Signs,diagnosis,bipolar_disorder,Disease,,
weakened_will,Signs,diagnosis,bipolar_disorder,Disease,,
Depression,Signs,diagnosis,bipolar_disorder,Disease,,
Anxiety,Signs,diagnosis,bipolar_disorder,Disease,,
Anxiety,Signs,diagnosis,bipolar_disorder,Disease,,
aggressive_behavior,Signs,diagnosis,bipolar_disorder,Disease,,
aggressive_behavior,Signs,diagnosis,bipolar_disorder,Disease,,
mental_state_disorder,Signs,diagnosis,bipolar_disorder,Disease,,
Two_defecation_disorders,Signs,diagnosis,bipolar_disorder,Disease,,
somatic_symptoms,Signs,diagnosis,bipolar_disorder,Disease,,
somatic_symptoms,Signs,diagnosis,bipolar_disorder,Disease,,
somatic_symptoms,Signs,diagnosis,bipolar_disorder,Disease,,
access_barriers,Signs,diagnosis,bipolar_disorder,Disease,,
Answer_barrier,Signs,diagnosis,bipolar_disorder,Disease,,
Depression,Signs,diagnosis,bipolar_disorder,Disease,,
Anxiety,Signs,diagnosis,bipolar_disorder,Disease,,
Irritability,Signs,diagnosis,bipolar_disorder,Disease,,
Insufficient_insight,Signs,diagnosis,bipolar_disorder,Disease,,
sleep_disorder,Signs,diagnosis,bipolar_disorder,Disease,,
memory_loss,Signs,diagnosis,bipolar_disorder,Disease,,
slow_thinking,Signs,diagnosis,bipolar_disorder,Disease,,
mutism,Signs,diagnosis,bipolar_disorder,Disease,,
Decreased_willpower,Signs,diagnosis,bipolar_disorder,Disease,,
disorder_of_consciousness,Signs,diagnosis,bipolar_disorder,Disease,,
Disorientation,Signs,diagnosis,bipolar_disorder,Disease,,
access_barriers,Signs,diagnosis,bipolar_disorder,Disease,,
Answer_barrier,Signs,diagnosis,bipolar_disorder,Disease,,
Depression,Signs,diagnosis,bipolar_disorder,Disease,,
Anxiety,Signs,diagnosis,bipolar_disorder,Disease,,
Decreased_willpower,Signs,diagnosis,bipolar_disorder,Disease,,
lack_of_insight,Signs,diagnosis,bipolar_disorder,Disease,,
Depression,Signs,diagnosis,bipolar_disorder,Disease,,
Decreased_willpower,Signs,diagnosis,bipolar_disorder,Disease,,
Decreased_willpower,Signs,diagnosis,bipolar_disorder,Disease,,
Anxiety,Signs,diagnosis,bipolar_disorder,Disease,,
Irritability,Signs,diagnosis,bipolar_disorder,Disease,,
Depression,Signs,main_diagnosis,bipolar_disorder,Disease,,
Decreased_willpower,Signs,main_diagnosis,bipolar_disorder,Disease,,
Decreased_willpower,Signs,main_diagnosis,bipolar_disorder,Disease,,
Anxiety,Signs,main_diagnosis,bipolar_disorder,Disease,,
Irritability,Signs,main_diagnosis,bipolar_disorder,Disease,,
disorder_of_consciousness,Signs,main_diagnosis,bipolar_disorder,Disease,,
lack_of_insight,Signs,main_diagnosis,bipolar_disorder,Disease,,
somatic_symptoms,Signs,Differential_diagnosis,organic_mental_disorder,Disease,,
Auditory_hallucinations,Signs,Differential_diagnosis,organic_mental_disorder,Disease,,
Vision,Signs,Differential_diagnosis,organic_mental_disorder,Disease,,
Delusions_of_persecution,Signs,Differential_diagnosis,organic_mental_disorder,Disease,,
somatic_symptoms,Signs,Differential_diagnosis,Generalized_anxiety,Disease,,
Auditory_hallucinations,Signs,Differential_diagnosis,Generalized_anxiety,Disease,,
Vision,Signs,Differential_diagnosis,Generalized_anxiety,Disease,,
Delusions_of_persecution,Signs,Differential_diagnosis,Generalized_anxiety,Disease,,
somatic_symptoms,Signs,Differential_diagnosis,Schizophrenia,Disease,,
Auditory_hallucinations,Signs,Differential_diagnosis,Schizophrenia,Disease,,
Vision,Signs,Differential_diagnosis,Schizophrenia,Disease,,
Delusions_of_persecution,Signs,Differential_diagnosis,Schizophrenia,Disease,,
Y+0101358081,Patient,Illness,depressive_episode,Disease,,
There_is_a_lot_of_pressure_to_study,social_psychology,cause,depressive_episode,Disease,,
Getting_into_bad_mood,Symptoms,Corresponds_to,Depression,Signs,,
Poor_sleep,Symptoms,Corresponds_to,sleep_disorder,Signs,,
Bad_mood,Symptoms,Corresponds_to,Depression,Signs,,
pessimistic_cry,Symptoms,Corresponds_to,Depression,Signs,,
Afraid_of_exams,Symptoms,Corresponds_to,fear,Signs,,
Afraid_of_teacher_criticism,Symptoms,Corresponds_to,fear,Signs,,
Unwilling_to_socialize_with_classmates,Symptoms,Corresponds_to,Decreased_willpower,Signs,,
irritable,Symptoms,Corresponds_to,Irritability,Signs,,
Frequent_quarrels_with_parents,Symptoms,Corresponds_to,Irritability,Signs,,
Throw_something,Symptoms,Corresponds_to,Emotionally_unstable,Signs,,
poor_sleep_at_night,Symptoms,Corresponds_to,sleep_disorder,Signs,,
Self-prosecution_or_boring,Symptoms,Corresponds_to,suicide,Signs,,
banging_head_against_wall,Symptoms,Corresponds_to,self-injury,Signs,,
drink_denatured_alcohol,Symptoms,Corresponds_to,suicide,Signs,,
jump_off_building,Symptoms,Corresponds_to,suicide,Signs,,
Not_willing_to_take_online_classes,Symptoms,Corresponds_to,Decreased_willpower,Signs,,
dont_want_to_go_to_school,Symptoms,Corresponds_to,Decreased_willpower,Signs,,
cry_often,Symptoms,Corresponds_to,Depression,Signs,,
Nothing_of_interest,Symptoms,Corresponds_to,anhedonia,Signs,,
Cant_concentrate,Symptoms,Corresponds_to,Attention_is_distracted,Signs,,
Reaction_is_slower_than_before,Symptoms,Corresponds_to,slow_thinking,Signs,,
have_negative_thoughts,Symptoms,Corresponds_to,Depression,Signs,,
Difficulty_falling_asleep_at_night,Symptoms,Corresponds_to,sleep_disorder,Signs,,
wake_up_early,Symptoms,Corresponds_to,sleep_disorder,Signs,,
decreased_energy,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
feeling_tired,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Normal_spirit,Symptoms,Corresponds_to,Mental_state_disorders,Signs,,
No_obvious_abnormality_found,Symptoms,Corresponds_to,Defecation_disorders,Signs,,
no_significant_changes,Symptoms,Corresponds_to,Near-term_weight_disability,Signs,,
Depression,Symptoms,Corresponds_to,Depression,Signs,,
self_harm,Symptoms,Corresponds_to,self-injury,Signs,,
Cant_control_my_temper,Symptoms,Corresponds_to,Irritability,Signs,,
Depression,Symptoms,Corresponds_to,Depression,Signs,,
self_harm,Symptoms,Corresponds_to,self-injury,Signs,,
reckless_behavior,Symptoms,Corresponds_to,Impulsive_behavior,Signs,,
High_energy,Symptoms,Corresponds_to,Emotions_running_high,Signs,,
Getting_into_bad_mood,Symptoms,diagnosis,depressive_episode,Disease,,
Poor_sleep,Symptoms,diagnosis,depressive_episode,Disease,,
Bad_mood,Symptoms,diagnosis,depressive_episode,Disease,,
pessimistic_cry,Symptoms,diagnosis,depressive_episode,Disease,,
Afraid_of_exams,Symptoms,diagnosis,depressive_episode,Disease,,
Afraid_of_teacher_criticism,Symptoms,diagnosis,depressive_episode,Disease,,
Unwilling_to_socialize_with_classmates,Symptoms,diagnosis,depressive_episode,Disease,,
irritable,Symptoms,diagnosis,depressive_episode,Disease,,
Frequent_quarrels_with_parents,Symptoms,diagnosis,depressive_episode,Disease,,
Throw_something,Symptoms,diagnosis,depressive_episode,Disease,,
poor_sleep_at_night,Symptoms,diagnosis,depressive_episode,Disease,,
Self-prosecution_or_boring,Symptoms,diagnosis,depressive_episode,Disease,,
banging_head_against_wall,Symptoms,diagnosis,depressive_episode,Disease,,
drink_denatured_alcohol,Symptoms,diagnosis,depressive_episode,Disease,,
jump_off_building,Symptoms,diagnosis,depressive_episode,Disease,,
Not_willing_to_take_online_classes,Symptoms,diagnosis,depressive_episode,Disease,,
dont_want_to_go_to_school,Symptoms,diagnosis,depressive_episode,Disease,,
cry_often,Symptoms,diagnosis,depressive_episode,Disease,,
Nothing_of_interest,Symptoms,diagnosis,depressive_episode,Disease,,
Cant_concentrate,Symptoms,diagnosis,depressive_episode,Disease,,
Reaction_is_slower_than_before,Symptoms,diagnosis,depressive_episode,Disease,,
have_negative_thoughts,Symptoms,diagnosis,depressive_episode,Disease,,
Difficulty_falling_asleep_at_night,Symptoms,diagnosis,depressive_episode,Disease,,
wake_up_early,Symptoms,diagnosis,depressive_episode,Disease,,
decreased_energy,Symptoms,diagnosis,depressive_episode,Disease,,
feeling_tired,Symptoms,diagnosis,depressive_episode,Disease,,
Normal_spirit,Symptoms,diagnosis,depressive_episode,Disease,,
No_obvious_abnormality_found,Symptoms,diagnosis,depressive_episode,Disease,,
Depression,Symptoms,diagnosis,depressive_episode,Disease,,
self_harm,Symptoms,diagnosis,depressive_episode,Disease,,
Cant_control_my_temper,Symptoms,diagnosis,depressive_episode,Disease,,
Depression,Symptoms,main_diagnosis,depressive_episode,Disease,,
self_harm,Symptoms,main_diagnosis,depressive_episode,Disease,,
reckless_behavior,Symptoms,Differential_diagnosis,bipolar_disorder,Disease,,
High_energy,Symptoms,Differential_diagnosis,bipolar_disorder,Disease,,
feel_pain,mental_anguish,diagnosis,depressive_episode,Disease,,
No_significant_impairment_in_daily_functioning,daily_functions,diagnosis,depressive_episode,Disease,,
Depression,Signs,diagnosis,depressive_episode,Disease,,
sleep_disorder,Signs,diagnosis,depressive_episode,Disease,,
Depression,Signs,diagnosis,depressive_episode,Disease,,
Depression,Signs,diagnosis,depressive_episode,Disease,,
fear,Signs,diagnosis,depressive_episode,Disease,,
fear,Signs,diagnosis,depressive_episode,Disease,,
Decreased_willpower,Signs,diagnosis,depressive_episode,Disease,,
Irritability,Signs,diagnosis,depressive_episode,Disease,,
Irritability,Signs,diagnosis,depressive_episode,Disease,,
Emotionally_unstable,Signs,diagnosis,depressive_episode,Disease,,
sleep_disorder,Signs,diagnosis,depressive_episode,Disease,,
suicide,Signs,diagnosis,depressive_episode,Disease,,
self-injury,Signs,diagnosis,depressive_episode,Disease,,
suicide,Signs,diagnosis,depressive_episode,Disease,,
suicide,Signs,diagnosis,depressive_episode,Disease,,
Decreased_willpower,Signs,diagnosis,depressive_episode,Disease,,
Decreased_willpower,Signs,diagnosis,depressive_episode,Disease,,
Depression,Signs,diagnosis,depressive_episode,Disease,,
anhedonia,Signs,diagnosis,depressive_episode,Disease,,
Attention_is_distracted,Signs,diagnosis,depressive_episode,Disease,,
slow_thinking,Signs,diagnosis,depressive_episode,Disease,,
Depression,Signs,diagnosis,depressive_episode,Disease,,
sleep_disorder,Signs,diagnosis,depressive_episode,Disease,,
sleep_disorder,Signs,diagnosis,depressive_episode,Disease,,
somatic_symptoms,Signs,diagnosis,depressive_episode,Disease,,
somatic_symptoms,Signs,diagnosis,depressive_episode,Disease,,
mental_state_disorder,Signs,diagnosis,depressive_episode,Disease,,
Two_defecation_disorders,Signs,diagnosis,depressive_episode,Disease,,
Depression,Signs,diagnosis,depressive_episode,Disease,,
self-injury,Signs,diagnosis,depressive_episode,Disease,,
Irritability,Signs,diagnosis,depressive_episode,Disease,,
Depression,Signs,main_diagnosis,depressive_episode,Disease,,
self-injury,Signs,main_diagnosis,depressive_episode,Disease,,
impulsive_behavior,Signs,Differential_diagnosis,bipolar_disorder,Disease,,
Emotions_running_high,Signs,Differential_diagnosis,bipolar_disorder,Disease,,
Y+0101359001,Patient,Illness,Recurrent_depressive_disorder,Disease,,
Getting_into_bad_mood,Symptoms,Corresponds_to,Depression,Signs,,
Bad_mood,Symptoms,Corresponds_to,Depression,Signs,,
Not_interested_in_anything,Symptoms,Corresponds_to,anhedonia,Signs,,
Cant_be_happy,Symptoms,Corresponds_to,Depression,Signs,,
Agitation,Symptoms,Corresponds_to,Anxiety,Signs,,
restless,Symptoms,Corresponds_to,Anxiety,Signs,,
having_suicidal_thoughts,Symptoms,Corresponds_to,suicide,Signs,,
Poor_energy,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Lazy_to_move,Symptoms,Corresponds_to,Decreased_willpower,Signs,,
Drowsy_during_the_day,Symptoms,Corresponds_to,Lethargy,Signs,,
lack_of_concentration,Symptoms,Corresponds_to,Attention_is_distracted,Signs,,
Decline_of_memory,Symptoms,Corresponds_to,Memory_loss,Signs,,
Eat_Naco,Symptoms,Corresponds_to,dysphagia,Signs,,
Irregular_sleep,Symptoms,Corresponds_to,sleep_disorder,Signs,,
Bad_mood,Symptoms,Corresponds_to,Depression,Signs,,
Not_interested_in_anything,Symptoms,Corresponds_to,anhedonia,Signs,,
Cant_be_happy,Symptoms,Corresponds_to,Depression,Signs,,
Agitation,Symptoms,Corresponds_to,Anxiety,Signs,,
restless,Symptoms,Corresponds_to,Anxiety,Signs,,
having_suicidal_thoughts,Symptoms,Corresponds_to,suicide,Signs,,
Poor_energy,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Lazy_to_move,Symptoms,Corresponds_to,Decreased_willpower,Signs,,
lack_of_concentration,Symptoms,Corresponds_to,Attention_is_distracted,Signs,,
Decline_of_memory,Symptoms,Corresponds_to,Memory_loss,Signs,,
Eat_Naco,Symptoms,Corresponds_to,dysphagia,Signs,,
Irregular_sleep,Symptoms,Corresponds_to,sleep_disorder,Signs,,
Normal_spirit,Symptoms,Corresponds_to,Mental_state_disorders,Signs,,
No_obvious_abnormality_found,Symptoms,Corresponds_to,Defecation_disorders,Signs,,
no_significant_changes,Symptoms,Corresponds_to,Near-term_weight_disability,Signs,,
Depression,Symptoms,Corresponds_to,Depression,Signs,,
slow_thinking,Symptoms,Corresponds_to,slow_thinking,Signs,,
pressure,Symptoms,Corresponds_to,Anxiety,Signs,,
self_harm,Symptoms,Corresponds_to,self-injury,Signs,,
Very_immature_and_naive_understanding_of_the_problem,Symptoms,Corresponds_to,Emotionally_naive,Signs,,
pressure,Symptoms,Corresponds_to,Anxiety,Signs,,
self_harm,Symptoms,Corresponds_to,self-injury,Signs,,
reckless_behavior,Symptoms,Corresponds_to,Impulsive_behavior,Signs,,
High_energy,Symptoms,Corresponds_to,Emotions_running_high,Signs,,
Getting_into_bad_mood,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
Bad_mood,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
Not_interested_in_anything,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
Cant_be_happy,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
Agitation,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
restless,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
having_suicidal_thoughts,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
Poor_energy,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
Lazy_to_move,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
Drowsy_during_the_day,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
lack_of_concentration,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
Decline_of_memory,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
Eat_Naco,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
Irregular_sleep,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
Bad_mood,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
Not_interested_in_anything,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
Cant_be_happy,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
Agitation,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
restless,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
having_suicidal_thoughts,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
Poor_energy,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
Lazy_to_move,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
lack_of_concentration,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
Decline_of_memory,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
Eat_Naco,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
Irregular_sleep,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
Normal_spirit,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
No_obvious_abnormality_found,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
Depression,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
slow_thinking,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
pressure,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
self_harm,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
Very_immature_and_naive_understanding_of_the_problem,Symptoms,diagnosis,Recurrent_depressive_disorder,Disease,,
pressure,Symptoms,main_diagnosis,Recurrent_depressive_disorder,Disease,,
self_harm,Symptoms,main_diagnosis,Recurrent_depressive_disorder,Disease,,
reckless_behavior,Symptoms,Differential_diagnosis,bipolar_disorder,Disease,,
High_energy,Symptoms,Differential_diagnosis,bipolar_disorder,Disease,,
Depression,Signs,diagnosis,Recurrent_depressive_disorder,Disease,,
Depression,Signs,diagnosis,Recurrent_depressive_disorder,Disease,,
anhedonia,Signs,diagnosis,Recurrent_depressive_disorder,Disease,,
Depression,Signs,diagnosis,Recurrent_depressive_disorder,Disease,,
Anxiety,Signs,diagnosis,Recurrent_depressive_disorder,Disease,,
Anxiety,Signs,diagnosis,Recurrent_depressive_disorder,Disease,,
suicide,Signs,diagnosis,Recurrent_depressive_disorder,Disease,,
somatic_symptoms,Signs,diagnosis,Recurrent_depressive_disorder,Disease,,
Decreased_willpower,Signs,diagnosis,Recurrent_depressive_disorder,Disease,,
Lethargy,Signs,diagnosis,Recurrent_depressive_disorder,Disease,,
Attention_is_distracted,Signs,diagnosis,Recurrent_depressive_disorder,Disease,,
memory_loss,Signs,diagnosis,Recurrent_depressive_disorder,Disease,,
dysphagia,Signs,diagnosis,Recurrent_depressive_disorder,Disease,,
sleep_disorder,Signs,diagnosis,Recurrent_depressive_disorder,Disease,,
Depression,Signs,diagnosis,Recurrent_depressive_disorder,Disease,,
anhedonia,Signs,diagnosis,Recurrent_depressive_disorder,Disease,,
Depression,Signs,diagnosis,Recurrent_depressive_disorder,Disease,,
Anxiety,Signs,diagnosis,Recurrent_depressive_disorder,Disease,,
Anxiety,Signs,diagnosis,Recurrent_depressive_disorder,Disease,,
suicide,Signs,diagnosis,Recurrent_depressive_disorder,Disease,,
somatic_symptoms,Signs,diagnosis,Recurrent_depressive_disorder,Disease,,
Decreased_willpower,Signs,diagnosis,Recurrent_depressive_disorder,Disease,,
Attention_is_distracted,Signs,diagnosis,Recurrent_depressive_disorder,Disease,,
memory_loss,Signs,diagnosis,Recurrent_depressive_disorder,Disease,,
dysphagia,Signs,diagnosis,Recurrent_depressive_disorder,Disease,,
sleep_disorder,Signs,diagnosis,Recurrent_depressive_disorder,Disease,,
mental_state_disorder,Signs,diagnosis,Recurrent_depressive_disorder,Disease,,
Two_defecation_disorders,Signs,diagnosis,Recurrent_depressive_disorder,Disease,,
Depression,Signs,diagnosis,Recurrent_depressive_disorder,Disease,,
slow_thinking,Signs,diagnosis,Recurrent_depressive_disorder,Disease,,
Anxiety,Signs,diagnosis,Recurrent_depressive_disorder,Disease,,
self-injury,Signs,diagnosis,Recurrent_depressive_disorder,Disease,,
Emotionally_naive,Signs,diagnosis,Recurrent_depressive_disorder,Disease,,
Anxiety,Signs,main_diagnosis,Recurrent_depressive_disorder,Disease,,
self-injury,Signs,main_diagnosis,Recurrent_depressive_disorder,Disease,,
impulsive_behavior,Signs,Differential_diagnosis,bipolar_disorder,Disease,,
Emotions_running_high,Signs,Differential_diagnosis,bipolar_disorder,Disease,,
Y+0101361673,Patient,Illness,depressive_episode,Disease,,
Bad_mood,Symptoms,Corresponds_to,Depression,Signs,,
Poor_sleep,Symptoms,Corresponds_to,sleep_disorder,Signs,,
Bad_mood,Symptoms,Corresponds_to,Depression,Signs,,
glum,Symptoms,Corresponds_to,Depression,Signs,,
have_a_bee_in_ones_bonnet,Symptoms,Corresponds_to,Delusion,Signs,,
nervous,Symptoms,Corresponds_to,Anxiety,Signs,,
Worry,Symptoms,Corresponds_to,Anxiety,Signs,,
Agitation,Symptoms,Corresponds_to,Anxiety,Signs,,
Fear_of_the_physical_condition_of_oneself_and_family_members,Symptoms,Corresponds_to,hypochondriacal_delusions,Signs,,
Dizziness,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
restless,Symptoms,Corresponds_to,Anxiety,Signs,,
Dont_want_to_do_anything,Symptoms,Corresponds_to,Decreased_willpower,Signs,,
decreased_appetite,Symptoms,Corresponds_to,dysphagia,Signs,,
Poor_sleep,Symptoms,Corresponds_to,sleep_disorder,Signs,,
Difficulty_falling_asleep,Symptoms,Corresponds_to,sleep_disorder,Signs,,
Easy_to_wake_up,Symptoms,Corresponds_to,sleep_disorder,Signs,,
wake_up_early,Symptoms,Corresponds_to,sleep_disorder,Signs,,
Difficulty_falling_asleep_after_waking_up,Symptoms,Corresponds_to,sleep_disorder,Signs,,
No_headache,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
No_cough,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
No_expectoration,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
No_fever,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
No_chest_pain,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
No_nausea,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
No_vomiting,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
No_abdominal_pain,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
No_diarrhea,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
There_is_no_doubt_that_others_harm_oneself,Symptoms,Corresponds_to,Persecutory_delusions,Signs,,
No_sound_heard_out_of_thin_air,Symptoms,Corresponds_to,Phantom,Signs,,
No_high_emotions,Symptoms,Corresponds_to,Emotions_running_high,Signs,,
No_forced_behavior,Symptoms,Corresponds_to,compulsive_action,Signs,,
Normal_spirit,Symptoms,Corresponds_to,Mental_state_disorders,Signs,,
poor_food_and_nutrition,Symptoms,Corresponds_to,dysphagia,Signs,,
Poor_sleep,Symptoms,Corresponds_to,sleep_disorder,Signs,,
No_obvious_abnormality_found,Symptoms,Corresponds_to,Defecation_disorders,Signs,,
Lost_12_pounds_in_the_past_six_months,Symptoms,Corresponds_to,Near-term_weight_disability,Signs,,
Depression,Symptoms,Corresponds_to,Depression,Signs,,
dont_want_to_do_things,Symptoms,Corresponds_to,Decreased_willpower,Signs,,
Insomnia,Symptoms,Corresponds_to,sleep_disorder,Signs,,
negative_ideas,Symptoms,Corresponds_to,Depression,Signs,,
anxiety,Symptoms,Corresponds_to,Anxiety,Signs,,
Dizziness,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
sweating,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Weakness,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
feeling_depressed,Symptoms,Corresponds_to,Depression,Signs,,
Loss_of_interest,Symptoms,Corresponds_to,anhedonia,Signs,,
anhedonia,Symptoms,Corresponds_to,anhedonia,Signs,,
Depression,Symptoms,Corresponds_to,Depression,Signs,,
dont_want_to_do_things,Symptoms,Corresponds_to,Decreased_willpower,Signs,,
Insomnia,Symptoms,Corresponds_to,sleep_disorder,Signs,,
negative_ideas,Symptoms,Corresponds_to,Depression,Signs,,
anxiety,Symptoms,Corresponds_to,Anxiety,Signs,,
Dizziness,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
sweating,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Weakness,Symptoms,Corresponds_to,somatic_symptoms,Signs,,
Fear,Symptoms,Corresponds_to,fear,Signs,,
fear,Symptoms,Corresponds_to,fear,Signs,,
Worry,Symptoms,Corresponds_to,Anxiety,Signs,,
Bad_mood,Symptoms,diagnosis,depressive_episode,Disease,,
Poor_sleep,Symptoms,diagnosis,depressive_episode,Disease,,
Bad_mood,Symptoms,diagnosis,depressive_episode,Disease,,
glum,Symptoms,diagnosis,depressive_episode,Disease,,
have_a_bee_in_ones_bonnet,Symptoms,diagnosis,depressive_episode,Disease,,
nervous,Symptoms,diagnosis,depressive_episode,Disease,,
Worry,Symptoms,diagnosis,depressive_episode,Disease,,
Agitation,Symptoms,diagnosis,depressive_episode,Disease,,
Fear_of_the_physical_condition_of_oneself_and_family_members,Symptoms,diagnosis,depressive_episode,Disease,,
Dizziness,Symptoms,diagnosis,depressive_episode,Disease,,
restless,Symptoms,diagnosis,depressive_episode,Disease,,
Dont_want_to_do_anything,Symptoms,diagnosis,depressive_episode,Disease,,
decreased_appetite,Symptoms,diagnosis,depressive_episode,Disease,,
Poor_sleep,Symptoms,diagnosis,depressive_episode,Disease,,
Difficulty_falling_asleep,Symptoms,diagnosis,depressive_episode,Disease,,
Easy_to_wake_up,Symptoms,diagnosis,depressive_episode,Disease,,
wake_up_early,Symptoms,diagnosis,depressive_episode,Disease,,
Difficulty_falling_asleep_after_waking_up,Symptoms,diagnosis,depressive_episode,Disease,,
Normal_spirit,Symptoms,diagnosis,depressive_episode,Disease,,
poor_food_and_nutrition,Symptoms,diagnosis,depressive_episode,Disease,,
Poor_sleep,Symptoms,diagnosis,depressive_episode,Disease,,
No_obvious_abnormality_found,Symptoms,diagnosis,depressive_episode,Disease,,
